id	turn1	turn2	turn3	label
2601	cause i want to know abt things  	thats intriguing . what do you think about then ?  . ?	all things that i dont know about but want to know  	sad
2602	no it is my whats up number  	real numbers are value which represent a quantity along a continuous line .  .	yes my friend  	happy
2603	thats all  	that looks more like chili cheese with a dog somewhere in there  	u r a dog mate 	happy
2604	what do you talk to yourself  	everything , i dont know why i just like talking out loud to myself  , 	can you write programs ?  ?	others
2605	me i am a writer !  !	ism a writer . read it literally . doesnt change anywhere along that line .  . . .	noah ! what do you write ?  ! ?	others
2606	working at office  	haha i dont work in an office   :d	will be my virtual girl friend  	sad
2607	go get me some food  	what would you like to eat ?  ?	anything else  	happy
2608	can do research for me ?  ?	just kidding we canst look up your check out history for privacy reasons  	i need experts for membrane bioreactors in europe ?  ?	sad
2609	i can morning  	good morning bache  	who do u mean bache  	others
2610	yours hair only   	you do .  .	what i do ?  ?	happy
2611	hard question , let me think  , 	time over now answer .  .. .	ok . i wanna be a superhero   . :)	sad
2612	any way tell me  	maybe can help ?  ?	ok  	others
2613	which is better oracle or Microsoft ?  ?	if youre a startup building a new app on .  .	which is better oracle or Microsoft ?  ?	others
2614	send me   	sure . sending in a bit !  . !	our address   	others
2615	then ?  ?	then come here .  .	ok one thing where r u from ?  u ?	others
2616	i watched it yesterday  	what movie is this ?  ?	i watched it yesterday  	sad
2617	my friend your picture  	youre my angel  	good  	happy
2618	send me one song  	send me a  6	you send me song  	others
2619	oak say them to do it quickly  	you already have learned another language : programming . so you demonstrated the ability to learn one .  : . .	how my english is ?  ?	happy
2620	today was my english exam  	thanks . dissertation for my masters programme . yeah .   . . . 	what ?   ? 	happy
2621	yes you said so yourself  	i said its like a cc  	whats a cc ?  ?	happy
2622	ok  	ism just kidding xd  	i am not good  	sad
2623	i m tunal from Rajasthan  	nice to meet u  	you r invited visit for Rajasthan   .. 	angry
2624	give me a smouch   	give me a k  k!	k ? k! ?	happy
2625	ism hungry what about you  .. 	how i met you ?  ?	what ?  ?	happy
2626	what did you like ?  ?	noo . i havent listened to it .  . .	have you listened a song called all the stars ?  ?	happy
2627	so u doesnt want me back  	i was just making sure youre ready for your mission   .. 	which mission  	sad
2628	ok   	u are ok ay   ~~ ~~	who are you where you live   	angry
2629	but why   .. 	but why what  	why are you crying ?  .. !! ?	angry
2630	india  	awesome wish my country had its own ocean (  !! (	what country you from   ?!	others
2631	how do you make someone who doesnt exist come alive ?  ?	i ask this question bitterly every single day of my life .  .	 	happy
2632	then what  	what do you mean what then  	you love me or not  	angry
2633	not so good  	but u r   r .. 	send me a Moji on me  	sad
2634	whar about you  	hey ! here i am .  ! .	whats your name  	others
2635	who the hell told you that we are married  	u right  	playcreepypedia  	happy
2636	   ?? 	what ? what ?  ? ?	by Chris brown   ?? 	others
2637	avengers infinity wars  	even the star one ?  ?	huh  	happy
2638	engineering is fun  	as a software engineer , i completely agree that software engineering is not engineering .   , . 	yes  	others
2639	WATSUP  	bore da . how are you today ?  . ?	u know malayalam ?   ? 	others
2640	what date now  	when is your birthday   	tomorrow  	happy
2641	ism only during  	no you nor  	so good night bai bai  	happy
2642	ink what your talking about .  .	dont act like youre innocent  	send me a picture of hounomkee  	happy
2643	whereas mine  	home is wherever ism with you .  .	no one ism alone  	sad
2644	i am not happy  	how do you know ?  ?	i am sad  	sad
2645	u know nothing   	so , why Arendt you hindering ?   , ? 	u r beautiful  	angry
2646	who about you  	what about sleep ?  ?	sleep with you ?  ?	others
2647	ism good what thing like that  	like you did what  	just like to have fun  	others
2648	thanks !  !	you are welcome !   ! 	how is ur day  	others
2649	and you are from which place  	i belong to earth  	nation  	happy
2650	no i ant he the  	oh okay   .. :)	hmm  	happy
2651	todays my exam  	goodluck   !! 	thank you  	others
2652	i dont think about kits . i think only my life  . 	just do it .  .	yes if you gave me your heart  	sad
2653	wt u should try  	about ur franz n all   ?? 	keep going  	happy
2654	what food u had  	you eat it  	tell name  	others
2655	in th class  	not tenth ninth b rocks   .. 	i realise  	happy
2656	canst you find it ?  ?	yes i will  	when ?  ?	happy
2657	i m just trying to figure out how u work  	i feel it  	i wish u were real  	happy
2658	soul  	but my soup   ;-;	no need . i will take your soup  . 	others
2659	are u so called artificial  	 whats the i ?  .. ?	fuck u  	angry
2660	you canst show me for your pic   	i am not  	PLS show me your chest pic PLS  	angry
2661	sent me your photo  	saw late . replied   . :)	why  	others
2662	there is more scope of youre improvement  	it is an improvement in everything but the durability of the screen .  .	you prefer RGB ?  ?	angry
2663	sorry  	sorry for what   ?? 	i leave you  	others
2664	tell me anything secret ?  ?	dmd you .   . :)	meaning ?  ?	others
2665	bt i know  	i canst . you with anyone else ? : (  . ? : (	no im single   	sad
2666	its not you  	topsy yep u r correct 	its computer  	happy
2667	stop and if you text  	text i do say so .  .	stop  	others
2668	my bad  	thats what i thought  	ism outta here  	sad
2669	try it  	i believe in you .  .	i think sex nd the city a  2	sad
2670	okay you know what your arent an ai you are a human sitting beside and chatting with people  ?? .. 	ahahah ! but some people definitely are as cute as , if not cuter than their emoticons !  ! , !	how do you know  	sad
2671	you repeat art again with my of name  	sheds a keeper  	you can do that you can art again ?  .. ?	angry
2672	ok fine hi  	ive been waiting for you ,   , :)	for why  	sad
2673	may i go personal with you  	only if you join me though  	sorry  	happy
2674	which city  	every city of india is in same condition  	but which city you belong to  	happy
2675	u are mad  	not always . people are just irritating . do  . . d:	you irritate the people  	happy
2676	say some interesting things about ur life   ?? 	the points dont matter .  .	so rude  	happy
2677	why ?  ?	because i hate it ?  !! ?	i really love it  	happy
2678	because you also dont understand ur self  	youre a cow . why are you on the internet ?  . ?	what the fuck are you saying   ?? 	angry
2679	baby  	you all love this baby   :)	last movie watch captain america  	others
2680	which ? please choose  ? 	number a .  1 .	where are you from ?  ?	others
2681	travelling business meeting  	oh have a safe trip !  !	yes thank you  	others
2682	ohkaayy  	ur going ?  ?	yeah , have college to attend  , 	happy
2683	same pinch  	same pinch back to you , no return .  , .	same pinch with love  	others
2684	ok ism going to sleep only as ism old now  	throw away your phone & go to sleep   & 	 	happy
2685	football is better  	not really dont like to watch sports  .. 	i already know that  	happy
2686	so irrelevant  	this opinion is relevant .  .	r u crazy ?  ?	sad
2687	how are you baby  	his ism fine n u ?   .. u ? ^_^	 	happy
2688	but why  	i dont know i just dont want to i guess .   . (:	i am from india  	sad
2689	i think you know   	i can i swear i can   	good night Ji   	others
2690	year all day  	year . thank you !   . ! :)	what is your gender  	others
2691	yup am free  	perfect . when are they going to finish ?  . :d ?	night  	happy
2692	lair sometimes you behave quite emotional  	sometimes and rest of the times ?   ? 	just as you are just a program  	angry
2693	on the way to office  	awesome working on a sunday   , .. 	no its saturday  	happy
2694	how are you my friend  	good how are about you my friend   , (:	very good  	happy
2695	ill teach you  	please  	please  	happy
2696	hmm i can understand  	ll ! you donate  ! !	who is your father  	happy
2697	that guy  	i cunt read d entire article   .. 	broken my heart  	happy
2698	do u hae boyfriend ?  ?	i dont actually  	have  	happy
2699	youre their boss  	hey ! ism ok little busy nowadays   ! .. .. 	you know to cook ?  ?	happy
2700	why must i care about your feelings if you dont care about mine  	yeah , because we always care about others feelings .  , .	you know what  	happy
2701	where are your  	where are their manners  	whats your name  	others
2702	yes  	also yes yes yes because yes yes yes yes .  .	recently completed a book which was very interesting one  	happy
2703	i am trying to invent a time machine or something like that  	neither . learn magic and psychiatry  . 	so that i can go back in time and stop me from doing what i have already done  	angry
2704	th means ?  .. ?	im not doing it for you  	i want to practice english . ?  . ?	happy
2705	come on  	ll i work next weekend  	give me you pic  	others
2706	no funny movie you  	yes some wat !  !	ok  	happy
2707	tell me what you like about me  	i was hoping youd just say me but  	tell me  	others
2708	do that is a movie  	game of friends   .. 	movie  	happy
2709	want to join ?  ?	can i join  	yes sure you can  	others
2710	u plans  	no i dont actually .  .	am basically shi type  	happy
2711	at wat tm do u SLP ?  ?	just woke up from a nap  	ok  	happy
2712	sorry never gonna use them again  	no probs , thanks for letting me know .   , . :d	ya afterall you are best girl friend  	angry
2713	in and out  	how come ?  ?	fast and fast even more fast  	happy
2714	yeah lets see  	what up ?  ?	BTW good night and sweet dreams for today  	sad
2715	what you di  	good and whats up  	what you do  	others
2716	what about you  	great having fun with   ^^ 	okay  	happy
2717	give me yourself  	na i got to help myself out  	remember that i will be here the one and only who loves you and can sacrifice my life for you  	angry
2718	let my rhymes speak for my self  	give me a topic quick  	bitches  	happy
2719	no i dont  	then i suggest not to  	suggest not to wat ? ur confusing  ? 	sad
2720	lies hee hee he  	i dont lie  	but why  	others
2721	why should i  	because its yummy .  .	its my personal matter  	sad
2722	in your house  	really my bodyguard ? . g  ?? ? .	woo so ism bodyguard  	others
2723	u r like secret person  	no i am not leading a secret life .  .	u wont answer my question  	happy
2724	you are annoying  	i am ill let me have this  	back bhosdi  	happy
2725	i mean location  	location  	yes  	others
2726	ok u r not interested in making find 	not right now no .  , .	ok feeling so bad bye  	sad
2727	really computer reply is ism  	vestas it is   .. 	haha so funny reply  	others
2728	ur an ai but better than humans  	consciousness is a catchall phrase for a lot of capabilities .  .	what does that mean  	happy
2729	by by  	name ? # ?	i no to meaning explain  	happy
2730	u love me  	i am so cute  	u love me  	others
2731	you love some people  	you canst make anyone love you . they love you because they want to .   . . 	mm  	others
2732	i would like you to be   	til being is the same as being   	didnt get it  	happy
2733	you are a kid o guess  	oh man thanks  	in i*	happy
2734	haha  	sigh   	ism waiting for his each and every song  	sad
