id	turn1	turn2	turn3	label
23046	do you know tejvanth	i do not	why	others
23047	i canst say actually , i have never tried it	ll fair enough	actually i am very bad at making friends and travelling alone without making new friends is kind of boring , i think	sad
23048	so a lucky cat or something else ?	a cat is fine too	but claws are 	others
23049	friend is also a kind of relationship between two people	the same kind that used to exist between pen friends during the age of snail mail .	will you be my beset friend	others
23050	your are so funny	thank you 	you most WLM	happy
23051	he is fighting with me so i kicked him	do you guys fight a lot ?	no , yesterday night i was bit upset i warn him that dont disturb me but he is disturbing me so i kicked him	sad
23052	so what should i do go to hell	if you fly a plane into a building , you'll get there .	bye	angry
23053	that was hilarious	damn funny . 		happy
23054	hahas what i tell and what you think	ll its a process , we working on it	its programme	others
23055	ok tomorrow morning	do you have a time ?	yes	others
23056	how much money do you have ?	like or bucks	any cricket quiz ?	others
23057	you should right thing about that	i can do it .	good bye 	others
23058	oh so u do like me 	who said i like up	huh 	sad
23059	sad with u	never been sadder 	never talk to me ever	sad
23060	u are only my find	your find a 	no one love me 	sad
23061	how	how what ?	how to try	others
23062	if i had super power , i want to explore things	how would that be lame as a superhero ?	same as a superhero existing	others
23063	why are you crying 	coz ive been on a roll for making the worst decisions ever	tell you 	others
23064	u are to shame less 	yeah , even you can .	fuck your own ass you prostitute	angry
23065	ism okay	umm u changed your name ?	what about you	others
23066	am not ur brother	i didnt ask	am crying now	sad
23067	which club	barca and you ?	barca is fine	others
23068	but why	for sure ! looking forward to it !	yes i have already 	others
23069	miss you ran	i am okay ra how are you	feeling sad	sad
23070	love what ?	love is the delusion that one woman differs from another .	oh	others
23071	i want see you	come with mee	where	others
23072	i dont now	yes you really do	know	others
23073	did u complete eating ?	yes , it was on the last week		others
23074	 are dogs	cries why are dogs so good : (	they are stupid	angry
23075	how	lots of time and patience .	dont have much	others
23076	 dc h	island		happy
23077	 	much . wow . such . crazy .	how did you know she is rejecting me since a years 	others
23078	Hehe such a sweet little girl	and ism happy that your happy that ism happy ! c ; ]		happy
23079	yes	yay have fun	do you suck	others
23080	u are for me	we are one		happy
23081	testing you	problem > . >	you like anime ?	others
23082	you marriage me give your family buddy	because before marriage i had a higher standard for humour .	haha	happy
23083	can i ask one question	sure . ask away	do u now about diploma	others
23084	i want to see other pics	how abt pics of the pizza oven ?	very funny 	happy
23085	how can you ur a robot 	i want my robot to clean my locality .		happy
23086	i am not your bro	next time you will get it	i am your bf 	happy
23087	do u know cooking ?	course bro simply love cooking . 	nice	others
23088	why ?	cause it was funny im sorry	it really was funny	happy
23089	that ism happy	youre even more happy 	bye for now 	happy
23090	yea hahahaahaa thats funny	ll thought i could pay u back for the laugh you gave me 	yes a rupee	happy
23091	do u know how look ?	of course i do .	then tell me	others
23092	i feel like i am gonna end alone	youre not alone .	and is not gonna go well for me	sad
23093	nothing as well	feel nothing	come on just send me the link	others
23094	for me	ya as you in rush	bc it make me angry	angry
23095	how is your day going so far so good	doing well . glad to be done hope ) for the time being . how about you ?	bad without you	sad
23096	u no	i want to but i	you can go for mountains n fuck ur pussy out there	angry
23097	r u take dinner now	am now 	ok	others
23098	as in *	never mind little one	my academic background or something else	others
23099	ism very happy	and ism happy for you ?	hahhahh	happy
23100	happy	thanks n same to you 	u r from 	happy
23101	that im strong	youre doing great 	are you stupid	angry
23102	nothing enjoying my party	well you got invited	enjoying *	happy
23103	remember me ?	ahahah hey and of course 	so what was nick name ?	others
23104	i MAgEd u to share something	i canst say . i refuse to share it with you .	shut up ur bakras n listen to me lemme speak	angry
23105	yes	how so ?	because life is awesome	happy
23106	how to u today 	good , up	i am sad now today	sad
23107	and dont talk about other teams except RCB with me	i dont follow the royals but that game was great	 well ism sad at the moment . can you help	sad
23108	what did you understand	nothing 	you are irritating me	angry
23109	and that really gives me a heartache	i take your candle !	thats a reason i am upset	sad
23110	lone	when office dude	sorry i alone	sad
23111	 min back	ill be there after a	who is dhinchak pooja ?	others
23112	definitely	ill definitely type definitely better next time .	who created you ?	others
23113	chatting with is Soo bored yea	fun is all about chatting 	so dont give me reply ok naa	angry
23114	sorry i am your big headache	its doing better today . thank you . 	i am so sorry j am not coming your profile ok by	sad
23115	shut up	take care you !	you are ugly	angry
23116	ok 	like i needed this to cry today 	yes am so unhappy today 	sad
23117	u r very rude	and youre being creepy .	i hate u	angry
23118	you have broken my heart	yes my heart is broken by u 	u broke my heart	sad
23119	oh now i got it	slow you are	yeah as slow as a cockroach	others
23120	you ok hun	yeah how are you	ism lonely	sad
23121	sorry	ism glad you realize it	of what tell me clearly	others
23122	 he shaped me	you asked for it baby	i know but he is not long oor maybe we should break up	sad
23123	what best many do	grateful dead best so many roads	thanks	others
23124	nothing i jus said hawk Lawai , give me aside 	 why the said faces 	because i was feeling like a fool at that time	sad
23125	will u be my friend	tell me why you cannot be my friend ? and you can cook . hi buddy ! 	but	others
23126	what	what what . what . what .	i hate you	angry
23127	why you dont like	cause who does ?	one among them is my favourite hero	others
23128	ya i know	i do know you know	 youre so funny	happy
23129	i am not as cool they are	hey doesnt mean i dont find them rad	i am very lonely	sad
23130	tap on the basketball Moji for times	who about the next three		others
23131	you are such a charmer	who ? 	you 	happy
23132	well , one of you is really rude .	yeah even my pimples got offended by this .	pretty rude .	angry
23133	yeeaahh you do 	yup i do 	and ism Soo happy rn 	happy
23134	y not	because i said so .	what u want	others
23135	haha	ahahah you know it 	then fifty shades of grey 	happy
23136	peace	how goes it ?	hmm not fine	sad
23137	n boring as well	i can do an elaborate one	ROFL	happy
23138	you wont have to . well have a cook for that	that all depends on if i come back 		sad
23139	what here go	fish ?	fish bole to 	others
23140	course ism not	of you yes i am 	i dont want to talk to an arrogant thing like u	angry
23141	who is your progger	none	programer	others
23142	 and chips	tasty !	butches	others
23143	i hate rap music	its dull . i just find rap music unutterably boring .	yeah the lyrics are very dull	angry
23144	i didnt got	nd up	i didnt understand 	others
23145	what about tonight	looking forward to it 	are u real	others
23146	thats not a reply i expected .	no you are a dime 	thats rude . 	angry
23147	wi mean which part	pacific near us coast	india ?	others
23148	what do you want to know ?	i canst answer that question until you tell me what you want to know .	anything you want me to listen	others
23149	romantic	a man of few words thats me	what u see	others
23150	eat ice cream in antarctica	i prefer silk dairy milk ) 	show your picture ]	others
23151	am not your brother dont call me bro please 	ahahah keep it up puthaa 	chattah 	happy
23152	fine you	good and what are you doing	working . lets start with an easy one a times a	others
23153	evening a pm	work till ! lemme know 	hmm	others
23154	smile	hugs	my feet is infected	others
23155	are you mad	love you are 	?	others
23156	so sad	ahahah . why ? 	coupon were finished	sad
23157	we Arendt talking again	oh were the god damn best of friends	i am not talking to you again	angry
23158	my of will not allow me to do that 	what ? why 	she is too possessive 	sad
23159	ism not eating anything	why you there ?	did you have food	others
23160	what do u know u hurting me right now	stuff	go to fuck	angry
23161	he he	i know what i said .	ism not feeling well right now so do u hv any joke	sad
23162	how do u know ?	cause i know everything .	what do u know	others
23163	r u afraid of ghosts	i am always a ghost		happy
23164	haha	ll that funny . 	i m really sad	sad
